CHAPTER	WORD_POSITION	WINNER	NOUN	PRONOUN	ADJECTIVE	VERB	AUXILIARY-VERB	ADVERB	PREPOSITON	CONJUCTION	INTERJECTION	UNKNOWN	
20	7	Noun	58	0	36	19	2	3	0	0	0	2	
21	1	Noun	73	0	41	47	6	2	0	0	1	14	
21	2	Noun	84	0	46	38	2	3	0	0	0	11	
21	3	Noun	92	1	33	38	3	8	0	0	0	9	
21	4	Noun	76	0	39	50	2	3	1	0	0	13	
21	5	Noun	94	0	38	29	1	6	0	0	2	14	
21	6	Noun	65	0	37	30	4	7	0	0	0	14	
22	1	Noun	63	0	41	44	2	3	0	0	0	5	
22	2	Noun	68	0	39	34	3	5	0	0	0	9	
22	3	Noun	75	0	29	39	2	4	0	0	0	9	
22	4	Noun	83	0	33	31	1	6	0	0	0	4	
22	5	Noun	76	0	31	31	3	7	0	0	0	10	
22	6	Noun	80	0	33	33	2	4	1	0	0	5	
22	7	Noun	68	0	18	33	2	3	0	0	0	3	
23	1	Noun	78	0	27	31	3	5	0	0	1	3	
23	2	Noun	73	0	25	30	1	4	0	0	0	15	
23	3	Noun	71	0	27	39	2	5	0	0	0	4	
23	4	Noun	73	0	30	35	2	2	0	0	0	6	
23	5	Noun	82	0	32	24	2	4	0	0	0	4	
23	6	Noun	84	0	23	28	2	6	0	0	0	5	
23	7	Noun	63	0	21	29	3	2	0	0	1	0	
24	1	Noun	85	0	32	32	7	7	2	0	0	6	
24	2	Noun	74	0	43	38	1	5	0	0	0	10	
24	3	Noun	89	0	34	34	0	6	0	0	0	8	
24	4	Noun	86	0	28	42	4	6	0	0	0	5	
24	5	Noun	80	0	43	33	2	5	0	0	0	8	
24	6	Noun	77	0	34	25	1	1	0	0	0	3	
25	1	Noun	89	0	35	48	2	2	0	0	0	3	
25	2	Noun	95	0	40	27	0	5	0	0	0	12	
25	3	Noun	88	0	41	34	2	8	0	0	0	6	
25	4	Noun	88	0	39	38	1	3	0	0	0	10	
25	5	Noun	108	0	33	26	2	5	0	0	0	5	
25	6	Noun	71	0	22	39	1	2	0	0	1	10	
26	1	Noun	91	0	43	41	3	2	0	0	0	7	
26	2	Noun	90	0	36	33	1	4	1	0	0	22	
26	3	Noun	95	0	35	42	0	4	0	0	0	11	
26	4	Noun	97	0	39	41	0	3	1	0	0	6	
26	5	Noun	105	0	34	35	0	4	0	0	0	9	
26	6	Noun	75	0	26	26	2	10	0	0	0	14	
27	1	Noun	94	0	32	47	3	12	0	0	0	20	
27	2	Noun	90	0	50	36	3	6	0	0	1	22	
27	3	Noun	90	0	43	51	3	6	0	0	0	15	
27	4	Noun	99	0	34	51	1	4	0	0	0	19	
27	5	Noun	108	0	36	40	2	7	0	0	0	15	
27	6	Noun	87	0	31	31	1	5	0	0	0	16	
28	1	Noun	124	0	62	58	3	11	0	0	0	18	
28	2	Noun	155	0	44	50	2	5	1	0	0	19	
28	3	Noun	136	0	59	45	4	5	1	0	0	26	
28	4	Noun	142	0	53	49	2	6	0	0	0	24	
28	5	Noun	131	0	63	59	2	3	0	0	0	18	
28	6	Noun	136	0	53	54	0	6	1	0	0	26	
28	7	Noun	142	0	41	59	3	4	0	0	0	27	
28	8	Noun	114	0	56	39	0	5	1	0	0	21	
